,DATE,avalanche_sum,PRCP,SNWD,TMAX,TMIN,snow_diff_day,snow_diff_week,got_snow,prev_day_TMIN,prev_day_TMAX,min_below_freezing,max_above_freezing,min*max,avalanche_binary,Region_Ogden,Region_Provo,Region_Salt Lake,Region_Uintas,MONTH_10,MONTH_11,MONTH_12,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6
66337,2018-01-06,2.0,0.5,27.0,37.0,26.0,4.0,3.0,1,32.0,43.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
24234,2017-01-08,1.0,1.4,47.0,47.0,28.0,-1.0,10.0,0,-6.0,35.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
63859,2013-01-30,1.0,1.2,69.0,24.0,13.0,4.0,22.0,1,8.0,15.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
49796,2020-01-03,1.0,0.0,2.0,45.0,31.0,-1.0,2.0,0,31.0,37.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
24253,2017-01-23,6.0,2.4,102.0,34.0,25.0,19.0,36.0,1,19.0,34.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
67442,2020-01-18,4.0,0.0,84.0,30.0,13.0,-5.0,7.0,0,11.0,30.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
64309,2014-01-06,1.0,0.0,34.0,35.0,15.0,-2.0,-1.0,0,4.0,18.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
63842,2013-01-17,1.0,0.0,50.0,44.0,29.0,-1.0,-4.0,0,18.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
67432,2020-01-14,3.0,0.4,81.0,26.0,13.0,1.0,28.0,1,17.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67435,2020-01-15,2.0,0.1,76.0,33.0,13.0,-5.0,14.0,0,13.0,26.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
49425,2019-01-08,2.0,0.0,1.0,47.0,27.0,0.0,-1.0,0,31.0,44.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
49439,2019-01-18,2.0,0.67,0.0,40.0,32.0,0.0,0.0,0,35.0,45.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
62829,2011-01-30,1.0,0.0,90.0,36.0,22.0,-1.0,-4.0,0,29.0,40.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
6566,2016-01-16,4.0,0.67,61.0,26.0,12.0,0.0,8.0,0,8.0,19.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
4123,2011-01-14,5.0,0.51,83.0,31.0,25.0,1.0,1.0,1,20.0,41.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6113,2015-01-25,2.0,0.0,55.0,48.0,24.0,-3.0,-7.0,0,16.0,35.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
15054,2014-01-14,2.0,0.0,41.0,34.0,23.0,-1.0,16.0,0,23.0,31.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
64308,2014-01-05,1.0,0.0,36.0,18.0,4.0,1.0,1.0,1,6.0,19.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66370,2018-01-15,1.0,0.0,34.0,41.0,28.0,0.0,8.0,0,30.0,47.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
62823,2011-01-24,1.0,0.0,93.0,29.0,18.0,-1.0,8.0,0,12.0,29.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
16173,2017-01-21,1.0,0.9,99.0,29.0,22.0,9.0,10.0,1,23.0,27.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
46432,2011-01-02,2.0,0.0,4.0,26.0,4.0,0.0,4.0,0,2.0,20.0,1,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0
8675,2020-01-21,1.0,0.17,80.0,38.0,25.0,0.0,-9.0,0,20.0,39.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
48710,2017-01-31,1.0,0.0,4.0,36.0,11.0,-1.0,1.0,0,12.0,31.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
24624,2018-01-20,1.0,0.1,16.0,50.0,27.0,-1.0,4.0,0,26.0,51.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
9278,2021-01-09,2.0,0.0,35.0,25.0,14.0,0.0,6.0,0,12.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
49425,2019-01-08,2.0,0.0,1.0,47.0,27.0,0.0,-1.0,0,31.0,44.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
3523,2010-01-07,4.0,0.17,42.0,25.0,7.0,1.0,-2.0,1,25.0,30.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
64879,2015-01-25,2.0,0.0,51.0,47.0,26.0,0.0,-3.0,0,22.0,36.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
6085,2015-01-04,1.0,0.0,60.0,27.0,13.0,-3.0,-13.0,0,13.0,21.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
41274,2019-01-27,1.0,0.0,49.0,35.0,21.0,-1.0,-1.0,0,18.0,34.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
16547,2018-01-21,1.0,0.1,30.0,26.0,15.0,-1.0,6.0,0,16.0,27.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
62816,2011-01-22,6.0,0.6,97.0,28.0,14.0,5.0,12.0,1,20.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
42075,2021-01-30,4.0,0.2,43.0,23.0,15.0,-1.0,9.0,0,23.0,30.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
5104,2013-01-13,3.0,0.0,58.0,4.0,-15.0,0.0,10.0,0,-4.0,3.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
62823,2011-01-24,1.0,0.0,93.0,29.0,18.0,-1.0,8.0,0,12.0,29.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
47197,2013-01-15,1.0,0.0,4.0,16.0,3.0,0.0,-1.0,0,-1.0,12.0,1,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0
68079,2021-01-24,9.0,0.1,45.0,28.0,12.0,0.0,13.0,0,20.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
47948,2015-01-12,1.0,0.46,0.0,43.0,35.0,0.0,-4.0,0,35.0,46.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
40118,2016-01-19,5.0,0.2,51.0,34.0,13.0,-1.0,9.0,0,20.0,30.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
66836,2019-01-02,1.0,0.1,39.0,33.0,8.0,-2.0,2.0,0,-1.0,18.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
39366,2014-01-30,1.0,0.0,45.0,23.0,18.0,0.0,3.0,0,22.0,32.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
14319,2012-01-19,1.0,2.2,46.0,36.0,29.0,12.0,25.0,1,21.0,31.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
3523,2010-01-07,4.0,0.17,42.0,25.0,7.0,1.0,-2.0,1,25.0,30.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
68050,2021-01-08,3.0,0.0,33.0,35.0,17.0,0.0,4.0,0,18.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
68055,2021-01-10,2.0,0.0,32.0,33.0,10.0,-1.0,2.0,0,15.0,29.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
38179,2011-01-13,1.0,0.6,64.0,34.0,24.0,3.0,1.0,1,18.0,26.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
67421,2020-01-07,1.0,0.0,53.0,38.0,26.0,-2.0,6.0,0,15.0,28.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
40131,2016-01-25,1.0,0.0,54.0,25.0,12.0,-1.0,2.0,0,17.0,24.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
63827,2013-01-12,8.0,0.0,53.0,6.0,-8.0,-2.0,5.0,0,0.0,6.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
42049,2021-01-09,1.0,0.0,29.0,26.0,14.0,-1.0,3.0,0,15.0,32.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
22395,2012-01-17,1.0,0.1,19.0,30.0,2.0,0.0,1.0,0,6.0,27.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
46448,2011-01-17,2.0,0.3,1.0,52.0,35.0,-2.0,-3.0,0,29.0,36.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
39351,2014-01-15,1.0,0.0,47.0,31.0,18.0,0.0,13.0,0,20.0,26.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
13947,2011-01-15,1.0,0.1,77.0,36.0,30.0,1.0,-2.0,1,28.0,37.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
8688,2020-01-27,11.0,1.25,98.0,31.0,18.0,12.0,18.0,1,19.0,38.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
25003,2019-01-22,1.0,0.0,52.0,42.0,19.0,-2.0,11.0,0,30.0,44.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
7075,2017-01-22,3.0,0.05,94.0,23.0,11.0,-6.0,14.0,0,16.0,21.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
13545,2010-01-02,2.0,0.2,39.0,32.0,22.0,-1.0,8.0,0,24.0,33.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
37748,2010-01-03,2.0,0.0,34.0,32.0,16.0,-1.0,6.0,0,16.0,27.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
63372,2012-01-28,3.0,0.0,58.0,30.0,15.0,-1.0,-1.0,0,9.0,24.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
63375,2012-01-29,4.0,0.0,56.0,41.0,21.0,-2.0,-1.0,0,15.0,30.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
68110,2021-01-30,27.0,0.0,56.0,25.0,14.0,-2.0,11.0,0,22.0,34.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6554,2016-01-10,5.0,0.01,54.0,22.0,2.0,1.0,6.0,1,12.0,22.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
50186,2021-01-24,1.0,0.0,0.0,38.0,28.0,0.0,0.0,0,33.0,43.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
50184,2021-01-23,2.0,0.58,0.0,43.0,33.0,0.0,0.0,0,32.0,49.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
25755,2021-01-27,1.0,0.0,35.0,32.0,20.0,-1.0,14.0,0,11.0,28.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
7053,2017-01-12,2.0,0.32,86.0,24.0,18.0,1.0,10.0,1,21.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38961,2013-01-11,2.0,0.2,45.0,14.0,0.0,1.0,4.0,1,7.0,33.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
42033,2021-01-01,1.0,0.0,26.0,27.0,13.0,0.0,4.0,0,16.0,23.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
25747,2021-01-23,4.0,0.8,32.0,36.0,28.0,7.0,11.0,1,27.0,44.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
66384,2018-01-24,1.0,0.0,39.0,40.0,23.0,0.0,6.0,0,16.0,31.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
22395,2012-01-17,1.0,0.1,19.0,30.0,2.0,0.0,1.0,0,6.0,27.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
49797,2020-01-04,2.0,0.0,1.0,54.0,26.0,-1.0,1.0,0,31.0,45.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
66869,2019-01-18,2.0,0.8,71.0,24.0,15.0,1.0,22.0,1,22.0,35.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66881,2019-01-22,1.0,0.0,85.0,24.0,6.0,-4.0,37.0,0,13.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
41250,2019-01-09,4.0,0.0,43.0,40.0,28.0,-1.0,8.0,0,22.0,35.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
16914,2019-01-16,4.0,1.7,60.0,31.0,27.0,6.0,4.0,1,22.0,32.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
4123,2011-01-14,5.0,0.51,83.0,31.0,25.0,1.0,1.0,1,20.0,41.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67403,2020-01-01,4.0,0.9,56.0,29.0,19.0,9.0,10.0,1,15.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
9313,2021-01-25,5.0,0.02,48.0,22.0,5.0,0.0,14.0,0,7.0,20.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8649,2020-01-10,1.0,0.39,78.0,16.0,6.0,5.0,12.0,1,16.0,19.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66339,2018-01-07,5.0,0.0,27.0,37.0,21.0,0.0,3.0,0,26.0,37.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
7101,2017-01-29,4.0,0.0,101.0,36.0,15.0,-4.0,7.0,0,10.0,28.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
65307,2016-01-01,9.0,0.0,37.0,20.0,14.0,-3.0,-14.0,0,1.0,20.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67461,2020-01-26,2.0,0.3,82.0,44.0,26.0,3.0,2.0,1,25.0,35.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
38961,2013-01-11,2.0,0.2,45.0,14.0,0.0,1.0,4.0,1,7.0,33.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
62232,2010-01-27,6.0,0.1,68.0,31.0,23.0,2.0,20.0,1,22.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
42079,2021-01-31,2.0,0.0,41.0,40.0,13.0,-2.0,8.0,0,15.0,23.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
37788,2010-01-31,1.0,0.1,48.0,24.0,19.0,2.0,-5.0,1,23.0,36.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
8650,2020-01-11,1.0,0.71,85.0,20.0,5.0,7.0,21.0,1,6.0,16.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46453,2011-01-21,1.0,0.0,0.0,43.0,24.0,0.0,-3.0,0,27.0,38.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
16925,2019-01-22,1.0,0.0,73.0,26.0,12.0,-2.0,19.0,0,15.0,35.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
66371,2018-01-16,1.0,0.0,34.0,45.0,26.0,0.0,3.0,0,28.0,41.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
66392,2018-01-31,2.0,0.0,39.0,39.0,31.0,0.0,0.0,0,36.0,46.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
22397,2012-01-19,1.0,2.1,26.0,46.0,34.0,-3.0,8.0,0,28.0,37.0,0,1,0,True,1,0,0,0,0,0,0,0,0,0,0,0
63342,2012-01-22,17.0,0.0,57.0,24.0,12.0,-2.0,31.0,0,16.0,36.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7078,2017-01-23,9.0,3.1,110.0,24.0,17.0,16.0,31.0,1,11.0,23.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8660,2020-01-15,2.0,0.0,84.0,24.0,4.0,-5.0,14.0,0,12.0,22.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
9362,2021-01-31,4.0,0.0,55.0,31.0,8.0,-6.0,7.0,0,15.0,23.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
4128,2011-01-15,2.0,0.0,84.0,32.0,19.0,1.0,2.0,1,25.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6571,2016-01-18,4.0,0.55,70.0,27.0,19.0,8.0,17.0,1,19.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46453,2011-01-21,1.0,0.0,0.0,43.0,24.0,0.0,-3.0,0,27.0,38.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
66850,2019-01-07,4.0,0.6,56.0,27.0,21.0,4.0,13.0,1,18.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8061,2019-01-02,1.0,0.0,44.0,31.0,0.0,0.0,-1.0,0,-4.0,16.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8706,2020-01-30,2.0,0.05,95.0,25.0,9.0,0.0,7.0,0,15.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
37783,2010-01-27,1.0,0.0,47.0,29.0,20.0,-2.0,11.0,0,20.0,30.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
13545,2010-01-02,2.0,0.2,39.0,32.0,22.0,-1.0,8.0,0,24.0,33.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
50169,2021-01-08,1.0,0.0,0.0,43.0,23.0,0.0,0.0,0,23.0,45.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
49796,2020-01-03,1.0,0.0,2.0,45.0,31.0,-1.0,2.0,0,31.0,37.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
47197,2013-01-15,1.0,0.0,4.0,16.0,3.0,0.0,-1.0,0,-1.0,12.0,1,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0
38172,2011-01-06,1.0,0.0,63.0,33.0,16.0,-1.0,-8.0,0,10.0,26.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
4115,2011-01-06,1.0,0.0,84.0,37.0,12.0,-3.0,-15.0,0,6.0,26.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
22031,2011-01-21,2.0,0.0,54.0,36.0,17.0,0.0,-2.0,0,10.0,27.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
62238,2010-01-28,3.0,0.0,66.0,38.0,21.0,-2.0,5.0,0,23.0,31.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
38976,2013-01-25,3.0,0.0,41.0,32.0,28.0,-1.0,0.0,0,28.0,35.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
66388,2018-01-27,1.0,0.0,42.0,29.0,14.0,-2.0,2.0,0,13.0,20.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
37755,2010-01-09,1.0,0.0,32.0,37.0,25.0,-1.0,-3.0,0,20.0,33.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
3541,2010-01-19,3.0,1.01,47.0,27.0,18.0,9.0,10.0,1,22.0,32.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40116,2016-01-17,1.0,0.0,51.0,28.0,19.0,-2.0,7.0,0,16.0,25.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
24997,2019-01-18,1.0,0.3,53.0,42.0,32.0,1.0,10.0,1,26.0,40.0,0,1,0,True,1,0,0,0,0,0,0,0,0,0,0,0
63859,2013-01-30,1.0,1.2,69.0,24.0,13.0,4.0,22.0,1,8.0,15.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46069,2010-01-23,3.0,0.36,3.0,40.0,25.0,3.0,0.0,1,36.0,48.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
7612,2018-01-26,1.0,0.67,50.0,20.0,13.0,6.0,20.0,1,18.0,35.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
16901,2019-01-07,5.0,1.9,59.0,29.0,23.0,13.0,25.0,1,24.0,28.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
62809,2011-01-16,1.0,1.4,86.0,37.0,29.0,1.0,-2.0,1,24.0,34.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
40881,2018-01-14,2.0,0.0,37.0,40.0,25.0,-1.0,3.0,0,23.0,29.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
48694,2017-01-15,1.0,0.0,0.0,33.0,28.0,-1.0,-7.0,0,31.0,36.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
8708,2020-01-31,2.0,0.0,92.0,31.0,12.0,-3.0,2.0,0,9.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67419,2020-01-05,1.0,0.4,56.0,32.0,17.0,2.0,8.0,1,21.0,41.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
37770,2010-01-23,4.0,0.6,56.0,20.0,15.0,7.0,25.0,1,17.0,25.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
68079,2021-01-24,9.0,0.1,45.0,28.0,12.0,0.0,13.0,0,20.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40503,2017-01-12,3.0,0.1,81.0,27.0,14.0,-4.0,22.0,0,20.0,27.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
66345,2018-01-09,1.0,1.0,31.0,36.0,33.0,5.0,8.0,1,29.0,42.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
47207,2013-01-25,1.0,0.02,1.0,39.0,32.0,-1.0,-2.0,0,19.0,38.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
16173,2017-01-21,1.0,0.9,99.0,29.0,22.0,9.0,10.0,1,23.0,27.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
4655,2012-01-27,6.0,0.33,66.0,26.0,6.0,3.0,24.0,1,22.0,32.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66385,2018-01-25,2.0,0.4,41.0,35.0,16.0,2.0,9.0,1,23.0,40.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
64851,2015-01-07,1.0,0.0,46.0,56.0,38.0,-1.0,-7.0,0,31.0,47.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38579,2012-01-18,1.0,0.5,36.0,28.0,14.0,4.0,6.0,1,-1.0,15.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
48329,2016-01-20,1.0,0.14,0.0,41.0,34.0,0.0,0.0,0,29.0,41.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
41266,2019-01-19,1.0,0.1,51.0,31.0,18.0,-1.0,10.0,0,18.0,24.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
9288,2021-01-16,1.0,0.26,34.0,34.0,22.0,1.0,-1.0,1,15.0,37.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
49417,2019-01-01,1.0,0.0,2.0,23.0,7.0,0.0,2.0,0,21.0,29.0,1,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0
8657,2020-01-14,3.0,0.31,89.0,22.0,12.0,-9.0,28.0,0,5.0,20.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66370,2018-01-15,1.0,0.0,34.0,41.0,28.0,0.0,8.0,0,30.0,47.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
66862,2019-01-16,4.0,0.5,54.0,31.0,25.0,6.0,3.0,1,26.0,34.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8644,2020-01-05,1.0,0.15,64.0,26.0,14.0,0.0,8.0,0,17.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67461,2020-01-26,2.0,0.3,82.0,44.0,26.0,3.0,2.0,1,25.0,35.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
65324,2016-01-08,2.0,0.3,43.0,24.0,17.0,-1.0,6.0,0,21.0,30.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8111,2019-01-25,2.0,0.06,84.0,23.0,10.0,-3.0,6.0,0,17.0,21.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6554,2016-01-10,5.0,0.01,54.0,22.0,2.0,1.0,6.0,1,12.0,22.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
9266,2021-01-06,6.0,0.0,36.0,38.0,9.0,-2.0,6.0,0,12.0,34.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
5582,2014-01-18,1.0,0.0,50.0,39.0,19.0,-2.0,-1.0,0,17.0,37.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
5594,2014-01-30,3.0,0.95,56.0,37.0,19.0,10.0,10.0,1,19.0,34.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
67403,2020-01-01,4.0,0.9,56.0,29.0,19.0,9.0,10.0,1,15.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8632,2020-01-02,5.0,0.84,68.0,22.0,14.0,9.0,12.0,1,14.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38196,2011-01-22,1.0,0.4,73.0,26.0,10.0,1.0,11.0,1,15.0,26.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
4110,2011-01-01,1.0,0.0,95.0,10.0,-13.0,-2.0,11.0,0,-6.0,1.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
9272,2021-01-07,3.0,0.0,36.0,30.0,17.0,0.0,5.0,0,9.0,38.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
22030,2011-01-20,1.0,0.0,54.0,27.0,10.0,-1.0,-1.0,0,16.0,36.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
8646,2020-01-07,1.0,0.0,61.0,35.0,16.0,-4.0,9.0,0,15.0,22.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
5562,2014-01-10,12.0,0.18,51.0,22.0,11.0,0.0,17.0,0,13.0,22.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7571,2018-01-10,11.0,1.43,32.0,33.0,19.0,7.0,10.0,1,30.0,36.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
17296,2020-01-21,1.0,0.2,61.0,35.0,29.0,1.0,-2.0,1,30.0,42.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
40518,2017-01-25,1.0,0.1,88.0,20.0,8.0,0.0,21.0,0,10.0,21.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
39728,2015-01-07,1.0,0.0,40.0,52.0,33.0,0.0,-6.0,0,31.0,44.0,0,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0
4568,2012-01-03,1.0,0.0,22.0,45.0,30.0,0.0,0.0,0,28.0,51.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
68053,2021-01-09,2.0,0.0,33.0,29.0,15.0,0.0,5.0,0,17.0,35.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
49064,2018-01-20,1.0,0.46,5.0,51.0,29.0,5.0,5.0,1,38.0,56.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
62168,2010-01-08,1.0,0.0,35.0,41.0,24.0,0.0,-2.0,0,12.0,29.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
